QC1-1-129a      Kodeverdi for EE utenfor tillatt omraade
QC1-1-129b      Kodeverdi for EE utenfor tillatt omraade
QC1-1-129c      Kodeverdi for EE utenfor tillatt omraade
QC1-6-249	TA>+3°C og tåkerim (værkode)
QC1-6-250	TA-TD>5 grader og tåkerim (værkode)
QC1-6-251	Forholdet temperatur og værkode (Turbo-program)
QC1-6-252	Forholdet temperatur og værkode (Turbo-program)
QC1-6-253	Forholdet temperatur og værkode (Turbo-program)
QC1-6-254	Forholdet temperatur og værkode (Turbo-program)
QC1-6-255	Forholdet temperatur og værkode (Turbo-program)
QC1-6-256	Forholdet temperatur og værkode (Turbo-program)
QC1-6-257	Forholdet temperatur og værkode (Turbo-program)
QC1-6-258	Forholdet temperatur og værkode (Turbo-program)
QC1-6-259	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-260	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-261	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-262	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-263	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-264	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-265	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-266	Forholdet temperatur og isobservasjon (Turbo-program)
QC1-6-271	Stort avvik mellom FX og FF i samme periode (5 m/s)
QC1-6-271a	Stort avvik mellom FX og FF i samme periode (5 m/s)
QC1-6-272	FG>6.5 m/s og FG>2*FX
QC1-6-273	Forholdet snøfokk og vindhastighet
QC1-6-274	Forholdet sjøgang og maks.middelvind
QC1-6-275	Forholdet sjøgang og maks.middelvind
QC1-6-276	Forholdet vindhastighet og bølgeperiode
QC1-6-277	Forholdet vindhastighet og bølgeperiode / bølgehøyde
QC1-6-278	Forholdet mellom bølgehøyde og bølgeperiode
QC1-6-280	Forholdet vindhastighet og bølgeperiode
QC1-6-281	Forholdet vindhastighet og bølgeperiode
QC1-6-282	Forholdet vindhastighet og bølgeperiode
QC1-6-283	Forholdet vindhastighet og bølgeperiode
QC1-6-284	Forholdet vindhastighet og bølgeperiode
QC1-6-285	Forholdet vindhastighet og bølgeperiode
QC1-6-286	Forholdet vindhastighet og bølgeperiode
QC1-6-287	PW<10 s og FF>30 m/s
QC1-6-288	Forholdet mellom bølgehøyde og bølgeperiode
QC1-6-289	Forholdet mellom bølgehøyde og bølgeperiode
QC1-6-290	Forholdet vindhastighet og bølgehøyde
QC1-6-291	Forholdet vindhastighet og bølgehøyde
QC1-6-292	Forholdet vindhastighet og bølgehøyde
QC1-6-293	Forholdet vindhastighet og bølgehøyde
QC1-6-294	Forholdet vindhastighet og bølgehøyde
QC1-6-295	Forholdet vindhastighet og bølgehøyde
QC1-6-296	HW<5.0 og FF?30 m/s
QC1-6-301	Islag (EM) og TGN_12>+3°C
QC1-6-302	Løs og tørr snø (EM) og TGN_12>0°C
QC1-6-305	Snø som fonner seg (EM) og SA<15 cm
QC1-6-306	Bøtteverdi (RA) ved TA<-25
QC1-6-307a      Is-lag dekker marka(EE) med varm Gressminimum(TGN>3.0)
QC1-6-307b      Is-lag dekker marka(EE) med varm Gressminimum(TGN>3.0)
QC1-6-307c      Is-lag dekker marka(EE) med varm Gressminimum(TGN>3.0)
QC1-6-308a      Toerr snoe dekker marka(EE) med varm Gressminimum(TGN>0.0)
QC1-6-308b      Toerr snoe dekker marka(EE) med varm Gressminimum(TGN>0.0)
QC1-6-308c      Toerr snoe dekker marka(EE) med varm Gressminimum(TGN>0.0)
QC1-6-309a      Snoe som fonner seg(EE) med for hoey eller for lav snoedybde(SA<15.0||SA>150.0)
QC1-6-309b      Snoe som fonner seg(EE) med for hoey eller for lav snoedybde(SA<15.0||SA>150.0)
QC1-6-309c      Snoe som fonner seg(EE) med for hoey eller for lav snoedybde(SA<15.0||SA>150.0)
QC1-6-310a      Nytt snoedekke(EE) men uten snoe-nedboer(WW,W1,W2)
QC1-6-310b      Nytt snoedekke(EE) men uten snoe-nedboer(WW,W1,W2)
QC1-6-310c      Nytt snoedekke(EE) men uten snoe-nedboer(WW,W1,W2)
QC1-6-311	Forholdet mellom synsvidde og værkode
QC1-6-312	Forholdet mellom synsvidde og værkode
QC1-6-313	Forholdet mellom synsvidde og værkode
QC1-6-315	Forholdet mellom synsvidde og værkode
QC1-6-316a	VV<1000 m og værkode
QC1-6-316b	VV<1000 m og værkode
QC1-6-316c	VV<1000 m og værkode
QC1-6-316d	VV<1000 m og værkode
QC1-6-321	Forholdet lav skyhøyde god synsvidde
QC1-6-322	Forholdet skymengde og værkode
QC1-6-323a	Forholdet skymengde og værkode
QC1-6-323b	Forholdet skymengde og værkode
QC1-6-324	Forholdet skymengde og værkode
QC1-6-325a	Forholdet skymengde og værkode
QC1-6-325b	Forholdet skymengde og værkode
QC1-6-326	NH=0 og nedbør (værkode)
QC1-6-327	C?9 og tordenvær (værkode)
QC1-6-328	Forholdet mellom værkode (W2) og totalt skydekke
QC1-6-329	Forholdet mellom værkode (W2) og totalt skydekke
QC1-6-111	Forholdet mellom snøfokk og vindhastighet
QC1-6-112	Forholdet mellom snøfokk og vindhastighet
QC1-9		Kombinert vurdering
QC2d-1		Interpolert i DipTest
QC2d-2		Interpolert i SingleLinear
QC2d-2-I	Interpolert i GapInterpolation
QC2h-1-highsingle	svært høy enestående minuttverdi
QC2h-1-highstart	svært høy startverdi for en byge
QC2h-1-interruptedrain	unormalt pause i en byge
